trade_date,hsgt_north_money,hsgt_south_money,north_holding_value,north_flow,north_flow_ma5,north_flow_ma10,north_flow_ma20,north_flow_ratio,cumulative_flow,cumulative_flow_ma52,yoy_change,qoq_change
20190402,876392042.6496518,7726433416.607082,13341475476.070202,-1407463774.3765552,-720295931.9011393,-408583937.09998435,-233152651.44322163,6.0366620995485745,876392042.6496518,2547331411.346921,-1.2031526561232093,-0.7792979559469982
20190403,157947821.39721572,7600256665.543939,-6183540084.611289,-718444221.252436,-762596141.0774004,-521721504.6527904,-300280853.3584512,2.3925741958472955,157947821.39721572,2616029604.181701,-1.0462598860070194,-0.9548706355296482
20190404,-55499330.31463152,7454351031.086166,4517267839.137285,-213447151.71184725,-711077910.2961053,-486693764.5435777,-342370486.4072575,0.6234391110977568,-55499330.31463152,2674713437.9282413,-0.9821376626775156,-1.0148714416515694
20190405,255408235.28337306,6672755626.737838,-20563780303.68064,310907565.5980046,-695306384.6480317,-373380968.42713404,-326212769.4850116,-0.9530821435617951,255408235.28337306,2723744299.4970703,-1.1113279651079584,-0.888167968669783
20190408,1730764452.2329252,7114310515.311418,-3769259963.8924856,1475356216.949552,-110618272.95865636,-250214067.88137007,-207582240.06324238,-7.107333539227958,1730764452.2329252,2789039149.0471683,-2.0397681193090165,0.9748746770910823
20190409,2588424075.4349446,7075391916.8050165,2795519561.812914,857659623.2020195,342406406.5570586,-188944762.67204037,-168489486.81282777,-5.090285687407782,2588424075.4349446,2886769664.638114,-2.0380424918924382,15.387842849224466
20190410,2428485545.4715176,6985151960.009704,-6182651515.252516,-159938529.96342707,454107544.81486034,-154244298.13127008,-142628327.73539352,1.1213658079210445,2428485545.4715176,2992197151.5797048,-1.795248627262742,-44.75702430469302
20190411,2409469337.5688286,8581705743.932135,-6473700542.813366,-19016207.90268898,492993733.576692,-109042088.35970668,-192335124.80141553,0.09887017736527877,2409469337.5688286,3082887911.347719,-2.04466568084775,8.433796584106009
20190412,1406939972.9310198,8731082198.114977,-4989467597.1716385,-1002529364.6378088,230306347.5295294,-232500018.55925122,-235108723.95819902,4.264109590489091,1406939972.9310198,3142561370.5374403,-1.829524581263981,-0.18709910460902235
20190415,1388426836.9386299,8355186673.067385,4588039487.590087,-18513135.992389917,-68467523.05885907,-89542898.00875776,-194759520.91819292,0.09505638494647048,1388426836.9386299,3202280761.6112337,-1.8086440289713401,-0.46360148241731747
20190416,1099768198.0184915,8142007874.964613,-553568346.4415572,-288658638.92013836,-297731175.4832906,22337615.536883928,-193123160.78155017,1.4946867985795471,1099768198.0184915,3254192729.180625,-1.6875037467790195,-0.5471382565692977
20190417,1422486758.356581,8716230729.56299,-20675328223.221825,322718560.33808947,-201199757.4229873,126453893.69593649,-197633805.47842693,-1.6329117357066545,1422486758.356581,3287740344.1452007,-5.417808643512681,-0.40962653635929647
20190418,595255814.804258,8772865934.831873,-20492694548.585552,-827230943.552323,-362842704.55291414,65075514.51188891,-210809125.01584432,3.9240755991475638,595255814.804258,3316756044.5959997,-1.6515778035703632,-0.5769145619168199
20190419,1114602329.0454302,8053726945.673189,-4731128983.717238,519346514.2411722,-58467528.77711792,85919409.37620565,-143730779.52546412,-3.613328446111725,1114602329.0454302,3345238074.528935,-4.04151206861589,-0.19721925607326984
20190422,2647341242.048008,8513341412.960791,7753675350.99313,1532738913.0025778,251782881.02187562,91657678.98150823,-79278194.44993086,-19.333675844126322,2647341242.048008,3407084173.027956,-5.655436329100195,1.4071811194557706
20190423,2538581093.5911503,8179269370.191294,-24428751114.942966,-108760148.45685768,287762579.11453176,-4984298.184379483,-96964530.42820987,1.1216487923631104,2538581093.5911503,3471024907.195638,-4.228362426316975,0.7846078908488461
20190424,2940292815.6900916,9115918258.300066,-1468950382.6881962,401711722.0989413,303561211.4667021,51180727.02185736,-51531785.55470631,-7.795416319748572,2940292815.6900916,3521560542.711623,8.410750835045626,3.9395448856840956
20190425,3630436807.401204,9655942291.15739,-905954396.2927666,690143991.7111125,607036198.5193893,122096746.9832375,6527329.311765457,105.73144983923727,3630436807.401204,3569494786.7415133,2.190593916453045,2.257158820500931
20190426,3229216335.515368,9432281343.328014,17758437384.70292,-401220471.8858361,422922801.2939876,182227636.25843477,-25136191.15040817,15.961864289026181,3229216335.515368,3594068836.388972,0.6548493429016413,0.21979602939937437
20190429,3453308817.3257847,10072789524.19557,293752463.6623049,224092481.8104167,161193515.05555534,206488198.03871542,58472650.014978886,3.8324324577902855,3453308817.3257847,3597846995.1644316,0.06032349798833492,0.3603303144594976
20190430,3465901218.1075797,10106717279.459272,7988971309.13838,12592400.781795025,185464024.9032859,236613302.0089088,129475458.77289641,0.09725704701987153,3465901218.1075797,3601463395.4619884,0.057370809254571054,0.1787605641222938
20190501,3563577316.6564116,10533104117.020382,5688864180.862326,97676098.54883194,124656900.19326401,214109055.82998303,170281474.76295978,0.57361553090142,3563577316.6564116,3593843702.052889,-0.10006159901903844,-0.018416376400902768
20190502,2790567532.8009453,10775470525.66762,-17956983758.710873,-773009783.8554664,-167973854.92005175,219531171.7996687,142303343.15577883,-5.432126657834426,2790567532.8009453,3577325104.273366,-0.23536345715283746,-0.13583753986690283
20190503,2815077707.059888,10352292198.172182,11060165414.789238,24510174.258942604,-82827725.69109602,170047537.80144572,127983473.58882575,0.1915104628093372,2815077707.059888,3555043887.6817374,-0.29157283639685605,-0.1848172706315151
20190506,3313075998.305338,10030517282.01345,6129656252.529285,497998291.24545,-28046563.804089356,66573475.62573294,79115577.30362064,6.294566863037472,3313075998.305338,3544842312.351899,-0.13801845290745307,-0.04409393406938644
20190507,4764219606.10038,10545497690.804031,10799749924.06635,1451143607.795042,259663677.59856004,222563851.25092292,108789776.53327176,13.338970388924652,4764219606.10038,3560682037.845184,0.2090228304546844,0.3369205106992015
20190508,5723490432.185587,10378110024.750761,46130565582.98597,959270826.085207,431982623.1058351,278319761.6495495,164750244.33570346,5.822576045050034,5723490432.185587,3583523951.812473,0.2618728466043858,1.051013051972554
20190509,7876672889.697144,10176285793.129763,-11389121927.349314,2153182457.5115566,1017221071.3792397,424623608.2295939,273360177.60641575,7.8767232168385215,7876672889.697144,3663508233.871013,1.1188146889262875,1.7980303598523633
20190510,7109325326.809094,9698724503.455086,25778156889.781998,-767347562.8880491,858849523.9498413,388010899.1293726,285119267.69390374,-2.691321316495006,7109325326.809094,3688497615.187755,0.2236618291594259,1.1458382875749198
20190513,7981645963.529773,9910524036.251816,6703499962.232172,872320636.7206783,933713993.044887,452833714.6203987,329660956.3295571,2.646114500282625,7981645963.529773,3749608881.4702735,0.6615067402882888,0.6753312448715874
20190514,8164987969.268125,10941786495.873388,12671274607.151842,183342005.73835182,680153672.633549,469908675.11605436,353260988.56248164,0.5189987337249494,8164987969.268125,3837595736.5706015,1.2745780387017662,0.4265749311561653
20190515,10354790902.485798,10408020038.746252,11970626629.970535,2189802933.2176733,926260094.0600421,679121358.5829386,446615207.20646083,4.903108756449875,10354790902.485798,3945422823.5885754,1.1809742062833726,0.314614818653963
20190516,9546492617.130646,10420129767.08263,7213427806.57634,-808298285.3551521,333963945.4867004,675592508.43297,447561840.11631936,-1.8060035796284128,9546492617.130646,4022481430.2350483,0.7233662386548991,0.3428127393651621
20190517,8706770774.94987,11126240044.790344,4749795647.552255,-839721842.1807766,319489089.62815493,589169306.788998,379608422.2952219,-2.2120737919974913,8706770774.94987,4071389235.742425,0.41261930917632106,0.0908490322338753
20190520,8107378129.505847,11086419349.167486,13023941111.137108,-599392645.4440222,25146433.195214845,479430213.1200508,273001844.37289196,-2.195562622739334,8107378129.505847,4096686692.120797,0.19368154975888907,-0.0070557164296032315
20190521,5983482405.19604,11312605247.292353,-7991558080.481544,-2123895724.3098068,-436301112.8144169,121926279.90956597,172245065.58024448,-12.330662229161735,5983482405.19604,4081375514.81719,-0.11743668474252511,-0.4221532369369593
20190522,5457727383.515279,10781408483.218912,14055064535.43599,-525755021.68076134,-979412703.7941039,-26576304.86703086,125871728.39125936,-4.176911117375824,5457727383.515279,4073208555.779065,-0.072195226765287,-0.42830025618815304
20190523,4698594721.961581,10995562031.822737,1476369617.5013576,-759132661.5536976,-969579579.0338129,-317807816.7735563,53407895.72801886,-14.213865781561607,4698594721.961581,4048985111.745798,-0.21140884324396547,-0.46035162250052064
20190524,4848988508.437789,10901989899.320463,-5481907180.278232,150393786.47620773,-771556453.3024161,-226033681.8371306,80988608.64612105,1.8569745670450017,4848988508.437789,4040676196.5199976,-0.08181392335192506,-0.4019042369825496
20190527,5190744484.214949,11394854897.160395,1728764801.099802,341755975.7771597,-583326729.0581796,-279090147.93148243,86871783.3444582,3.9340273978496763,5190744484.214949,4020187209.0318785,-0.17030020557629044,-0.13248771656664016
20190528,7066915323.430835,11988547922.94277,21051790556.74273,1876170839.215886,216686583.64695892,-109807264.58372903,180050705.26616275,10.420235990980471,7066915323.430835,4038606456.557568,0.15678227652247956,0.29484578961858854
20190529,8017339161.616885,13283329743.952076,4267456123.7780304,950423838.1860504,511922355.6203213,-233745174.08689132,222688092.2480237,4.267959856279586,8017339161.616885,4091178031.6789985,0.51739590023689,0.7063270267050796
20190530,7440435505.954482,13573146330.558865,12513058789.241581,-576903655.6624031,548368156.7985802,-210605711.11761642,232493398.65767688,-2.4813764992606764,7440435505.954482,4138835802.6848636,0.4994132449140216,0.5344304266770858
20190531,6542020834.606124,13736044488.849947,540862244.3726158,-898414671.3483582,338606465.233667,-216474994.03437456,186347156.37731177,-4.8211879849095585,6542020834.606124,4161275378.9671907,0.21708327642385017,0.2603241894299375
20190603,7033940006.11263,13833236639.638615,16019946506.57135,491919171.50650597,368639104.3795363,-107343812.33932176,186043200.3903646,2.644112606503963,7033940006.11263,4204015796.101642,0.4619204373891108,-0.004666154299156955
20190604,5713706799.091988,13656653493.23327,13711525546.812428,-1320233207.0206423,-270641704.8677694,-26977560.610405304,47474359.64958038,-27.80939472939919,5713706799.091988,4237179043.7850513,0.4322874594250712,-0.28733128486737436
20190605,7545165564.9463415,13825895414.964117,27540287010.899727,1831458765.854354,-94434719.33410874,208743818.14310622,91083756.63803773,20.107413587830802,7545165564.9463415,4300876359.821585,0.7825028748236389,0.014075796894959414
20190606,8724605685.66763,13678194709.894602,8713887367.809,1179440120.7212877,256834035.94262943,402601096.37060475,42396639.79852428,27.81918865094448,8724605685.66763,4382544321.042974,0.9483822373624926,0.333625481520331
20190607,8255430033.562924,13762425198.02941,16593064087.854576,-469175652.10470486,342681839.7913601,340644152.5125135,57305235.3376915,-8.187308704691993,8255430033.562924,4464938580.788718,1.0789671679758057,0.17365658882344692
20190610,6542295504.472047,14421223965.83339,8831430000.755901,-1713134529.0908775,-98328900.32811661,135155102.02570978,-71967522.9528863,23.8042725218205,6542295504.472047,4523446374.698452,0.869285917857348,0.14501771520928175
20190611,7896167878.63746,13917952683.19357,22434119272.995094,1353872374.165413,436492215.90909445,82925255.52066246,-13441004.531533241,-100.727023117146,7896167878.63746,4603527677.008336,1.1158345373258673,0.04652016058094466
20190612,7781628033.384842,14487891963.758091,2149629763.9745064,-114539845.25261784,47292493.68770008,-23571112.823204376,-128658143.4550478,0.8902650246359043,7781628033.384842,4709254065.784463,2.4072326174763723,-0.10808255252519505
20190613,9019444345.358303,15146449497.428024,18273386343.202774,1237816311.9734612,58967731.93813477,157900883.94038206,-26352413.588617135,-46.97164864276922,9019444345.358303,4865851225.451937,9.291563485776575,0.09254688231736385
20190614,7425016686.563936,15087415233.932486,6963047062.709906,-1594427658.7943668,-166082669.39979762,88299585.19578119,-64087704.419296645,24.878838667129553,7425016686.563936,5005602549.782066,46.00930105196641,0.13492529976496748
20190617,6825641663.610164,14026487784.428188,7548888225.247219,-599375022.9537725,56669231.82762337,-20829834.250246666,-64086823.294784166,9.352546937719003,6825641663.610164,5137932184.280621,-123.98601847832911,-0.1355754122102104
20190618,6830885363.328347,13722576790.880972,9114587280.477745,5243699.718183517,-213056503.0618225,111717856.42363591,42370147.906615354,0.123759296987604,6830885363.328347,5264383667.512255,25.744969110919794,-0.12217786123644125
20190619,6877865957.093089,14371074064.161526,10775843112.77848,46980593.7647419,-180752415.25835055,-66729960.78532529,71006928.67889051,0.6616339368401474,6877865957.093089,5363366388.759565,2.973889080180548,-0.23744016884669172
20190620,6427800485.613846,14359640033.012085,6551070151.517034,-450065471.4792433,-518328771.94889146,-229680520.0053784,86460288.18261322,-5.205458840579593,6427800485.613846,5437200550.493775,1.4832872428501709,-0.13430491041920756
20190621,7050650417.961345,13859988916.86463,10607912333.258877,622849932.3474989,-74873253.7205183,-120477961.56015801,110083095.47617778,5.657997984643201,7050650417.961345,5526088336.503195,1.9033116672689037,0.032965216376766415
20190624,5983029988.578751,13607601456.25052,22960816561.916344,-1067620429.3825941,-168522335.00628263,-55926551.589329675,39614275.2181901,-26.9503966310701,5983029988.578751,5594810656.714924,1.483131822966326,-0.12412086130171551
20190625,5840650503.557457,14027911469.502798,16863277460.421131,-142379485.02129364,-198046971.95417804,-205551737.5080003,-61313240.99366889,2.3221653710329146,5840650503.557457,5680074320.765432,3.1513146373898753,-0.15080483685000579
20190626,5960946135.269356,14301278253.603487,15844681287.292192,120295631.7118988,-183383964.36474666,-182068189.81154865,-102819651.31737646,-1.1699673182179806,5960946135.269356,5768007384.19487,3.293309504455247,-0.07263049800462285
20190627,6475384969.328105,14181812204.01864,3215066702.955018,514438834.0587492,9516896.74285183,-254405937.60301986,-48252526.831318855,-10.66138641520524,6475384969.328105,5871384629.796978,4.887954371653169,-0.08159040861929079
20190628,7186999847.416995,13998399998.111298,-268008465.38284874,711614878.0888901,27269885.891130067,-23801683.914694168,32248950.640543558,22.066295614414315,7186999847.416995,5982240650.740447,4.052419507736042,0.2012307912774216
20190701,6062357755.579126,13802520923.589386,16827834889.07248,-1124642091.8378687,15865553.400075149,-76328390.80310377,-48579112.52667518,23.1507335837047,6062357755.579126,6087377226.524578,9.184457849559442,0.03795934235178611
20190702,4528243584.843504,13341315831.340136,14194360227.110147,-1534114170.7356224,-262481383.7427906,-230264177.84848437,-59273160.71242418,25.88210502521858,4528243584.843504,6153024173.751465,3.0626539769763363,-0.24034817928464847
20190703,5805920406.742013,14149003676.074856,21693811245.600235,1277676821.898509,-31005145.705468558,-107194555.03510766,-86962257.91021642,-14.692314259108102,5805920406.742013,6213766080.7648115,1.1931137227516988,-0.10338606364828318
20190704,6138234418.721604,13987843441.469187,1326075042.7736301,332314011.97959137,-67430110.12130013,-28956606.689224195,-129318563.34730124,-2.569731702687729,6138234418.721604,6282990183.171166,1.4179784660880306,-0.14592534450551253
20190705,5389747882.1650505,14596422701.881935,4172210904.99459,-748486536.5565538,-359450393.05038893,-166090253.57962948,-143284107.5698937,5.223793128567617,5389747882.1650505,6330095088.295685,0.8330650108737785,-0.11094856168708944
20190708,6940899857.687573,15357080727.84316,-8065761796.029253,1551151975.522523,175708420.42168942,95786986.91088223,19930217.66077633,77.82915379671282,6940899857.687573,6393757839.26273,0.9118635651603908,0.5328017867500499
20190709,7056574491.9804325,15856236176.917141,4543178329.767789,115674634.29285908,505666181.4273857,121592398.84229751,-41979669.332851365,-2.7554917923647726,7056574491.9804325,6467360880.733213,1.18522816646604,0.21541013269594966
20190710,8235871676.044259,15640426020.558117,19848751117.047585,1179297184.0638266,485990253.8604492,227492554.07749027,22712182.13297086,51.92355261856863,8235871676.044259,6559333243.400875,1.3849218566041985,0.34173299913813393
20190711,8303390157.454368,15842291065.726421,5299114396.66326,67518481.41010857,433031147.74655265,182800518.8126262,-35802709.39519677,-1.8858483771389303,8303390157.454368,6652361876.849852,1.3957376840613218,0.5405897156953681
20190712,10364138082.336355,15830193262.530964,18841763650.811863,2060747924.8819876,994878040.034261,317713823.49193597,146956069.78862095,14.02288403497815,10364138082.336355,6783141891.574467,1.908352243093939,0.4931980427375402
20190715,12119478924.77956,15378342332.1659,12638343649.757359,1755340842.4432049,1035715813.4183973,605712116.9200433,264691863.05846983,6.6316388503996215,12119478924.77956,6962544033.7279005,3.3430158139247794,0.7174733914526026
20190716,11870514776.300488,15540521973.026701,17485188013.77619,-248964148.47907257,962788056.864011,734227119.1456983,251981470.64860702,-0.9880256188609116,11870514776.300488,7136687054.290221,3.216762736790752,0.441318568722767
20190717,12842085727.254843,14951002077.4468,3933588974.549137,971570950.9543552,921242810.2421167,703616532.0512829,298210988.5080877,3.257998492325864,12842085727.254843,7319937241.385403,2.8761820537239897,0.5466075282185627
20190718,13487461676.83999,15544841771.677582,17037048508.546999,645375949.5851479,1036814303.8771245,734922725.8118385,352983059.56130725,1.8283482226802357,13487461676.83999,7487691896.591933,1.8309907586060623,0.30135874007957586
20190719,14856093234.37234,15312533123.028385,-12084047827.760426,1368631557.5323486,898391030.4071968,946634535.2207289,390272140.8205497,3.5068646064635614,14856093234.37234,7663318873.557064,1.5956352003019516,0.22580296781551223
20190722,13891169773.792234,15413112950.964806,14800442146.930832,-964923460.5801048,354338169.8025349,695026991.610466,395406989.2606742,-2.440329803942777,13891169773.792234,7778982275.174277,0.7635834277137725,0.17022471523526428
20190723,14577221233.790674,15554756886.737877,1187933043.3974075,686051459.9984398,541341291.4980373,752064674.1810242,436828536.5116609,1.570528027946558,14577221233.790674,7922595658.000846,1.0504366537877123,0.13511321629424589
20190724,15635645720.640263,15425304399.885838,30822720030.236473,1058424486.8495884,558711998.677084,739977404.4596002,483734979.2685453,2.1880255350771405,15635645720.640263,8069787961.022202,0.9589500451515409,0.15927267081611274
20190725,13876906234.217148,15718651300.623474,24426361008.70569,-1758739486.4231148,77888911.47543144,557351607.6762779,370076063.2444521,-4.752372987877865,13876906234.217148,8179632543.040452,0.6995623614447304,-0.06591147381127493
20190726,12693647721.551373,15481199472.312212,19899087085.522457,-1183258512.6657753,-432489102.56419337,232950963.9215017,275332393.70671886,-4.297563743720507,12693647721.551373,8224610558.791714,0.22587195058705656,-0.08620743045702073
20190729,10654415543.791271,15916848121.040834,27995360924.143326,-2039232177.7601013,-647350846.0001926,-146506338.09882894,229602889.41060725,-8.88156147770975,10654415543.791271,8245916768.919802,0.11605549504878043,-0.2691051762942417
20190730,10385008709.346714,15243858280.91746,2972845242.967684,-269406834.4445572,-838442504.888792,-148550606.6953774,292838256.2251605,-0.919985106855072,10385008709.346714,8278190575.35051,0.19275090361001346,-0.33581197125503437
20190731,11102550965.142677,15307048070.690666,30796693137.326797,717542255.7959633,-906618951.0995171,-173953476.2112166,264831527.92003322,2.7094291281385035,11102550965.142677,8335790052.958912,0.36943791048011576,-0.19992606581383177
20190801,12604908017.238705,16276512570.219809,24447805263.29029,1502357052.0960274,-254399643.39568862,-88255365.96012864,323333679.92585504,4.646460128869157,12604908017.238705,8463125160.882809,1.1066173782499362,-0.006990874984028839
20190802,12679002797.65848,15776346907.91702,12849250485.000715,74094780.41977501,-2928984.7785785673,-217709043.671386,364462745.77467144,0.2032986396518672,12679002797.65848,8601995841.924023,1.3231286406782807,0.19002330494299247
20190805,14307618343.22977,15437474422.654594,28525343483.705166,1628615545.571291,730640559.8876998,41644856.94375358,368335924.27710986,4.421549564484065,14307618343.22977,8786784757.717644,2.045084581642017,0.3777184732019174
20190806,12927516885.01488,15694428347.484053,4450085137.901512,-1380101458.2148914,508501635.133633,-164970434.87757954,293547119.6517223,-4.701464827358234,12927516885.01488,8942141072.651817,1.6660234113814738,0.16437356834495276
20190807,11224134445.659725,15784219238.453852,5223819719.514935,-1703382439.355154,24316696.103409577,-441151127.4980537,149413138.4807733,-11.400486307128524,11224134445.659725,9058167802.679602,1.1623361503908183,-0.10954253451834861
20190808,11168586746.763107,15959534288.090631,7316406863.718724,-55547698.89661789,-287264254.0951195,-270831948.7454041,143259829.465437,-0.3877409257283765,11168586746.763107,9137046099.282146,0.5804047785506787,-0.11912735370437111
20190809,11552652195.702415,16204127853.164463,8573405554.202745,384065448.93930817,-225270120.39121285,-114099552.58489576,59425705.66830301,6.462951421781168,11552652195.702415,9205032888.399174,0.4409583981442231,-0.19255239281882153
20190812,11519957447.608322,16521488587.445349,3258372509.527458,-32694748.094093323,-557532179.1242898,86554190.38170505,-29976073.858561896,1.0906948070771085,11519957447.608322,9283485233.43098,0.548290747011926,-0.10888088175991095
20190813,9452515347.568445,17076338508.42346,23573849088.035385,-2067442100.039877,-695000307.4892868,-93249336.17782693,-120899971.43660212,17.100434975073657,9452515347.568445,9339456281.75718,0.44489227205855486,-0.15784015299071452
20190814,9363395308.055656,17281247836.88772,8647530365.968472,-89120039.51278877,-372147827.52081376,-173915565.70870215,-173934520.95995933,0.5123769509406628,9363395308.055656,9384253499.102236,0.3311736096581268,-0.16163114274334067
20190815,8058925807.550803,17160619009.578447,13195760652.629759,-1304469500.5048532,-621932187.8424609,-454598220.96879023,-271426793.46445936,4.805971746026836,8058925807.550803,9429353864.64952,0.41045490973241994,-0.3024176898055736
20190816,8728598356.380842,17496905860.179813,4770804363.5202055,669672548.830039,-564810767.8643147,-395040444.1277638,-306374743.8995749,-2.1857955401491833,8728598356.380842,9452112187.561724,0.1568464974357282,-0.24230637169645086
20190819,9095196602.47769,18446846827.627422,-7291797082.511946,366598246.09684753,-484952169.0261265,-521242174.07520807,-239798658.56572723,-1.5287752162148371,9095196602.47769,9459238935.961916,0.04247652331369545,-0.03780144564194454
20190820,8155316816.150334,18380529954.436134,12486953763.294622,-939879786.3273554,-259439706.28362218,-477220006.8864546,-321095220.882017,2.9271061205632334,8155316816.150334,9457313681.780907,-0.012126953654209904,-0.12902141286996283
20190821,7641449898.813641,17893265302.100815,-9952809875.6214,-513866917.33669376,-344389081.84840316,-358268454.6846085,-399709791.0913311,1.2856000247921835,7641449898.813641,9478451266.287474,0.16800745145037488,-0.0518029224621982
20190822,6582236376.924689,18446805636.7443,7212343191.454941,-1059213521.8889513,-295337886.1252228,-458635036.9838419,-364733492.86462295,2.904075284037862,6582236376.924689,9453183352.792997,-0.16640116090585177,-0.24589995917123442
20190823,6519557279.651518,18386615054.7675,-5859681652.746283,-62679097.273171425,-441808215.3458649,-503309491.6050898,-308704522.09499276,0.20303912896321025,6519557279.651518,9428912761.37505,-0.16218595238923939,-0.2831867671914341
20190826,7474699600.152756,17300280281.760483,28842399512.491386,955142320.5012379,-324099400.4649868,-404525784.7455567,-158985797.18192577,-6.007721050756997,7474699600.152756,9399206131.65956,-0.1712682828405635,-0.08345687008133418
20190827,6488973553.817212,17723991120.335693,16900395486.327871,-985726046.3355436,-333268652.46662444,-296354179.3751234,-194801757.7764751,5.06014964950477,6488973553.817212,9381205302.183659,-0.1260661318701891,-0.15081906709554616
20190828,6993020069.335056,17456327027.35873,9449161995.916872,504046515.5178442,-129685965.89571686,-237037523.87206006,-205476544.79038104,-2.4530610831131714,6993020069.335056,9384424117.678368,0.024522003054635144,0.062407921698231394
20190829,6462762450.962616,17411060386.20665,20392381717.701824,-530257618.37244034,-23894785.192414664,-159616335.65881878,-307107278.31380445,1.726620161149744,6462762450.962616,9377344830.902105,-0.05389095158030344,-0.008711454820125142
20190830,5669889618.700272,17577050551.491158,-1659292232.2170324,-792872832.2623444,-169933532.19024926,-305870873.7680571,-350455658.9479104,2.2624055626397865,5669889618.700272,9354114516.702244,-0.17563243394516015,-0.24145585481664045
20190902,5562859258.745714,17672300391.38069,12110224897.195786,-107030359.95455742,-382368068.2814083,-353233734.3731976,-437237954.2242028,0.24478744107304873,5562859258.745714,9337481031.570164,-0.13456255040957932,-0.1427212312379823
20190903,4527616936.32634,18027026299.95021,7431244660.778742,-1035242322.4193745,-392271323.4981745,-362769987.9823995,-419994997.43442696,2.4648920314366483,4527616936.32634,9288961156.923338,-0.3578440756625295,-0.35255198877802507
20190904,3973967630.9791574,17809283114.665287,7408961970.511688,-553649305.3471823,-603810487.6711798,-366748226.78344834,-362508340.7340284,1.5272732876328317,3973967630.9791574,9250325342.354115,-0.33579346274960586,-0.3850976790293069
20190905,2776089738.3903093,18065836013.75333,16054842687.13605,-1197877892.588848,-737334542.5144613,-380614663.853438,-419624850.4186399,2.8546400228532267,2776089738.3903093,9191391481.485516,-0.5246951111525279,-0.5103802851409509
20190906,4740814871.306699,17936062674.961372,13013898873.36606,1964725132.9163895,-185814949.47871456,-177874240.83448195,-340591866.21978587,-5.768561518285176,4740814871.306699,9167927418.717003,-0.20468751709455313,-0.1477737165732943
20190909,4776078423.278427,18305467915.405125,8618530736.184345,35263551.971728325,-157356167.0934574,-269862117.6874329,-337193951.21649474,-0.10457943223627825,4776078423.278427,9135248446.677586,-0.2624255629740575,0.05487687903952554
20190910,4076352915.2858415,18613151657.41165,-11657250863.93995,-699725507.9925857,-90252804.20809965,-241262063.8531371,-268808121.6141302,2.6030668411017377,4076352915.2858415,9075428313.36737,-0.43281577823451867,0.02576399553648523
20190911,4290332826.0200634,18145432306.389355,-4452063561.570561,213979910.73422194,63273039.00818119,-270268724.33149934,-253653124.10177964,-0.8435926483931709,4290332826.0200634,9041350910.87585,-0.29229963011145066,0.5454589837963142
20190912,4178004776.3292336,18688423364.47687,3786516395.637839,-112328049.69082975,280383007.5877849,-228475767.4633383,-194046051.5610785,0.5788731529817964,4178004776.3292336,9034615549.173653,-0.07734539936997986,-0.11871589805875271
20190913,3957035176.7960105,18420441641.919846,5682165954.921724,-220969599.53322315,-156755938.90213767,-171285444.19042617,-238578158.9792416,0.9261937491623005,3957035176.7960105,8999060063.982384,-0.31844825633486473,-0.1714886511265038
20190916,4571201876.839436,18824470541.060417,-5816594994.531917,614166700.0434251,-40975309.28779831,-99165738.1906279,-226199736.2819127,-2.7151521488866335,4571201876.839436,8968924822.792341,-0.25529043613953917,0.12139502438514804
20190917,5328709586.886741,19008114197.76109,30511218260.048298,757507710.0473051,250471334.32017985,80109265.05604005,-141330361.46317968,-5.359837066889948,5328709586.886741,8967751009.421604,-0.011324888772680564,0.24202708810121143
20190918,4798208439.276214,19927206036.15865,20921790679.667183,-530501147.61052704,101575122.65123005,82424080.82970557,-142162072.97687134,3.7316644059969177,4798208439.276214,8926545405.221388,-0.308705133677756,0.14844493870873143
20190919,4222390198.6315336,19815473044.972725,11088051442.282677,-575818240.64468,8877084.460459996,144630046.0241224,-117992308.91465779,4.88013367940076,4222390198.6315336,8872041861.118523,-0.4016374087129466,0.0670590505213502
20190920,3947338501.47989,19640814646.913628,5457174814.613315,-275051697.15164375,-1939335.063224125,-79347636.98268095,-128610938.9085814,2.138633770080433,3947338501.47989,8789570069.299976,-0.520713938154046,-0.13647688117219836
20190923,1645417336.7443051,19631104843.96976,-147588894.9183507,-2301921164.7355847,-585156908.019026,-313066108.6534122,-291464113.17042255,7.897785904742324,1645417336.7443051,8661532130.440168,-0.8018378872312616,-0.6912165487881977
20190924,130226274.54575276,19479514952.552624,-9362913070.767452,-1515191062.1985524,-1039696662.4681976,-394612664.07400894,-317937363.963573,4.765690459621953,130226274.54575276,8464726134.136504,-0.9874349151360982,-0.9728593961279854
20190925,1497100541.9902775,19879485903.523647,2571325835.5769587,1366874267.4445248,-660221579.4571873,-279323228.4029786,-274795976.36723894,-4.974142218217293,1497100541.9902775,8260449626.775171,-0.8764715421114933,-0.6454376617122017
20190926,3142068255.491561,19071330599.305355,6348007308.01738,1644967713.5012834,-216064388.62799454,-103593652.08376732,-166034709.77355275,-9.907372474976953,3142068255.491561,8092594885.990383,-0.7353048023018591,-0.20400334191922642
20190927,2893032215.9351826,18544489389.732178,-8945967095.694025,-249036039.55637836,-210861257.10894147,-106400296.08608285,-138842870.13825446,1.7936537850910006,2893032215.9351826,7901266933.849621,-0.7747225585174781,0.7582361333687313
20190930,3469589178.990949,18010587928.94258,7505271187.238113,576556963.0557666,364834368.4493288,-110161269.78484869,-104663503.98773825,-5.5086724702367365,3469589178.990949,7708615539.660217,-0.7427544735901821,25.64277382650587
