week_start,net_flow,week_end,industry,year,week,rolling_percentile
2021-02-08,-2765525.171091809,2021-02-12,公用事业,2021,6,0.09615384615384616
2021-02-15,2699189.462164273,2021-02-19,公用事业,2021,7,0.8653846153846154
2021-02-22,-1400732.6347319772,2021-02-26,公用事业,2021,8,0.23076923076923078
2021-03-01,354436.22915310005,2021-03-05,公用事业,2021,9,0.5192307692307693
2021-03-08,-3015620.358552887,2021-03-12,公用事业,2021,10,0.0673076923076923
2021-03-15,-1186629.9147666553,2021-03-19,公用事业,2021,11,0.25961538461538464
2021-03-22,-1276670.4826848558,2021-03-26,公用事业,2021,12,0.25
2021-03-29,2669275.327816748,2021-04-02,公用事业,2021,13,0.8653846153846154
2021-04-05,472795.08716944815,2021-04-09,公用事业,2021,14,0.5673076923076923
2021-04-12,1019788.5558532861,2021-04-16,公用事业,2021,15,0.6442307692307693
2021-04-19,3069027.4206881374,2021-04-23,公用事业,2021,16,0.8942307692307693
2021-04-26,1094015.2215712506,2021-04-30,公用事业,2021,17,0.6538461538461539
2021-05-03,-1287683.9688868823,2021-05-07,公用事业,2021,18,0.21153846153846154
2021-05-10,-971617.7942350034,2021-05-14,公用事业,2021,19,0.25
2021-05-17,2277445.1056085858,2021-05-21,公用事业,2021,20,0.8269230769230769
2021-05-24,4703069.090529246,2021-05-28,公用事业,2021,21,0.9903846153846154
2021-05-31,2328572.5702162636,2021-06-04,公用事业,2021,22,0.8269230769230769
2021-06-07,1415815.42204677,2021-06-11,公用事业,2021,23,0.7115384615384616
2021-06-14,2505273.9031846,2021-06-18,公用事业,2021,24,0.8461538461538461
2021-06-21,-623828.6818118044,2021-06-25,公用事业,2021,25,0.2980769230769231
2021-06-28,-1163307.7924039327,2021-07-02,公用事业,2021,26,0.2403846153846154
2021-07-05,-4724106.39377669,2021-07-09,公用事业,2021,27,0.019230769230769232
2021-07-12,197181.02604820306,2021-07-16,公用事业,2021,28,0.4807692307692308
2021-07-19,-2343686.1022298,2021-07-23,公用事业,2021,29,0.125
2021-07-26,1284737.334466226,2021-07-30,公用事业,2021,30,0.6923076923076923
2021-08-02,245491.33842008392,2021-08-06,公用事业,2021,31,0.49038461538461536
2021-08-09,566646.5601295833,2021-08-13,公用事业,2021,32,0.5769230769230769
2021-08-16,502886.6940625226,2021-08-20,公用事业,2021,33,0.5384615384615384
2021-08-23,-2154592.6476850226,2021-08-27,公用事业,2021,34,0.1346153846153846
2021-08-30,-3505469.671338157,2021-09-03,公用事业,2021,35,0.04807692307692308
2021-09-06,3799001.885332315,2021-09-10,公用事业,2021,36,0.9807692307692307
2021-09-13,-1214597.0735462173,2021-09-17,公用事业,2021,37,0.2403846153846154
2021-09-20,-561896.672597202,2021-09-24,公用事业,2021,38,0.3269230769230769
2021-09-27,1011778.83754033,2021-10-01,公用事业,2021,39,0.6153846153846154
2021-10-04,-2671979.638821475,2021-10-08,公用事业,2021,40,0.09615384615384616
2021-10-11,-2500852.5260921605,2021-10-15,公用事业,2021,41,0.10576923076923077
2021-10-18,1258090.4221531646,2021-10-22,公用事业,2021,42,0.6634615384615384
2021-10-25,1984351.2769629452,2021-10-29,公用事业,2021,43,0.7980769230769231
2021-11-01,-831530.5439630155,2021-11-05,公用事业,2021,44,0.28846153846153844
2021-11-08,3475299.2454114137,2021-11-12,公用事业,2021,45,0.9615384615384616
2021-11-15,-901590.5231569991,2021-11-19,公用事业,2021,46,0.28846153846153844
2021-11-22,-1759794.9566705937,2021-11-26,公用事业,2021,47,0.17307692307692307
2021-11-29,409771.0625756033,2021-12-03,公用事业,2021,48,0.5288461538461539
2021-12-06,-2537498.973196515,2021-12-10,公用事业,2021,49,0.09615384615384616
2021-12-13,834503.2818919418,2021-12-17,公用事业,2021,50,0.6153846153846154
2021-12-20,-238234.49514189066,2021-12-24,公用事业,2021,51,0.3942307692307692
2021-12-27,-848134.4551438957,2021-12-31,公用事业,2021,52,0.3076923076923077
2022-01-03,1656512.3254326158,2022-01-07,公用事业,2022,1,0.7596153846153846
2022-01-10,1063310.1164606258,2022-01-14,公用事业,2022,2,0.6538461538461539
2022-01-17,-2460005.2974532056,2022-01-21,公用事业,2022,3,0.11538461538461539
2022-01-24,-513701.268530301,2022-01-28,公用事业,2022,4,0.3557692307692308
2022-01-31,1612051.2117979098,2022-02-04,公用事业,2022,5,0.7596153846153846
2022-02-07,2876871.130800663,2022-02-11,公用事业,2022,6,0.9038461538461539
2022-02-14,4555.086281385235,2022-02-18,公用事业,2022,7,0.4519230769230769
2022-02-21,-1098977.3757762697,2022-02-25,公用事业,2022,8,0.25961538461538464
2022-02-28,754023.1097152593,2022-03-04,公用事业,2022,9,0.6153846153846154
2022-03-07,3252313.5660597524,2022-03-11,公用事业,2022,10,0.9423076923076923
2022-03-14,-5688753.808130443,2022-03-18,公用事业,2022,11,0.009615384615384616
2022-03-21,-3148155.2430261252,2022-03-25,公用事业,2022,12,0.04807692307692308
2022-03-28,707590.1086000053,2022-04-01,公用事业,2022,13,0.6057692307692307
2022-04-04,-493829.84426422766,2022-04-08,公用事业,2022,14,0.3557692307692308
2022-04-11,1494494.0189882163,2022-04-15,公用事业,2022,15,0.7403846153846154
2022-04-18,-3037446.1797383893,2022-04-22,公用事业,2022,16,0.04807692307692308
2022-04-25,2754665.6494688615,2022-04-29,公用事业,2022,17,0.8846153846153846
2022-05-02,1788842.7437997276,2022-05-06,公用事业,2022,18,0.7692307692307693
2022-05-09,2030220.3301706633,2022-05-13,公用事业,2022,19,0.7980769230769231
2022-05-16,1139083.84526637,2022-05-20,公用事业,2022,20,0.6538461538461539
2022-05-23,306254.47440570255,2022-05-27,公用事业,2022,21,0.49038461538461536
2022-05-30,4305294.7368537765,2022-06-03,公用事业,2022,22,0.9807692307692307
2022-06-06,-1606579.5519110118,2022-06-10,公用事业,2022,23,0.19230769230769232
2022-06-13,3299617.698110775,2022-06-17,公用事业,2022,24,0.9326923076923077
2022-06-20,1802512.934692814,2022-06-24,公用事业,2022,25,0.7596153846153846
2022-06-27,4097700.363783233,2022-07-01,公用事业,2022,26,0.9711538461538461
2022-07-04,2550585.8207186614,2022-07-08,公用事业,2022,27,0.8269230769230769
2022-07-11,3274787.1218610103,2022-07-15,公用事业,2022,28,0.9134615384615384
2022-07-18,-1500652.0133855836,2022-07-22,公用事业,2022,29,0.18269230769230768
2022-07-25,2635416.842417501,2022-07-29,公用事业,2022,30,0.8173076923076923
2022-08-01,-58482.47520320167,2022-08-05,公用事业,2022,31,0.3942307692307692
2022-08-08,-2290538.930985716,2022-08-12,公用事业,2022,32,0.125
2022-08-15,-1231020.6897840854,2022-08-19,公用事业,2022,33,0.23076923076923078
2022-08-22,-34409.86179197059,2022-08-26,公用事业,2022,34,0.4230769230769231
2022-08-29,3798451.9681239044,2022-09-02,公用事业,2022,35,0.9519230769230769
2022-09-05,1709567.7050974765,2022-09-09,公用事业,2022,36,0.7211538461538461
2022-09-12,628705.6040782492,2022-09-16,公用事业,2022,37,0.5288461538461539
2022-09-19,2051660.7764305712,2022-09-23,公用事业,2022,38,0.7788461538461539
2022-09-26,-1042368.2723677217,2022-09-30,公用事业,2022,39,0.27884615384615385
2022-10-03,-1775452.378378963,2022-10-07,公用事业,2022,40,0.16346153846153846
2022-10-10,-543793.3780789492,2022-10-14,公用事业,2022,41,0.3557692307692308
2022-10-17,-2998513.124268171,2022-10-21,公用事业,2022,42,0.057692307692307696
2022-10-24,1075291.1351800181,2022-10-28,公用事业,2022,43,0.6346153846153846
2022-10-31,-3542566.478294463,2022-11-04,公用事业,2022,44,0.019230769230769232
2022-11-07,2338798.264602675,2022-11-11,公用事业,2022,45,0.8173076923076923
2022-11-14,5398084.944898922,2022-11-18,公用事业,2022,46,1.0
2022-11-21,1401253.9058489483,2022-11-25,公用事业,2022,47,0.6730769230769231
2022-11-28,3051080.8165819445,2022-12-02,公用事业,2022,48,0.8846153846153846
2022-12-05,-345419.249386215,2022-12-09,公用事业,2022,49,0.3942307692307692
2022-12-12,2552454.688337951,2022-12-16,公用事业,2022,50,0.8269230769230769
2022-12-19,-107347.02945666085,2022-12-23,公用事业,2022,51,0.4230769230769231
2022-12-26,-4585674.123850959,2022-12-30,公用事业,2022,52,0.019230769230769232
2023-01-02,-3459379.7071444346,2023-01-06,公用事业,2023,1,0.04807692307692308
2023-01-09,431318.2711652033,2023-01-13,公用事业,2023,2,0.5192307692307693
2023-01-16,-7057039.69934427,2023-01-20,公用事业,2023,3,0.0
2023-01-23,-284467.8761886092,2023-01-27,公用事业,2023,4,0.41346153846153844
2023-01-30,1606284.6918186564,2023-02-03,公用事业,2023,5,0.7019230769230769
2023-02-06,1869936.0537353826,2023-02-10,公用事业,2023,6,0.75
2023-02-13,721060.8108240832,2023-02-17,公用事业,2023,7,0.5576923076923077
2023-02-20,-2644664.047727967,2023-02-24,公用事业,2023,8,0.11538461538461539
2023-02-27,-1591641.7291330856,2023-03-03,公用事业,2023,9,0.21153846153846154
2023-03-06,-2716860.5930473832,2023-03-10,公用事业,2023,10,0.10576923076923077
2023-03-13,-455944.0324642153,2023-03-17,公用事业,2023,11,0.3942307692307692
2023-03-20,-2981486.1716247583,2023-03-24,公用事业,2023,12,0.09615384615384616
2023-03-27,-139205.68373376376,2023-03-31,公用事业,2023,13,0.4230769230769231
2023-04-03,-264262.1437285484,2023-04-07,公用事业,2023,14,0.41346153846153844
2023-04-10,904554.5949952333,2023-04-14,公用事业,2023,15,0.5961538461538461
2023-04-17,2445979.247172567,2023-04-21,公用事业,2023,16,0.8269230769230769
2023-04-24,1697741.767975537,2023-04-28,公用事业,2023,17,0.7307692307692307
2023-05-01,3262107.31424096,2023-05-05,公用事业,2023,18,0.9134615384615384
2023-05-08,1048227.6210031293,2023-05-12,公用事业,2023,19,0.6057692307692307
2023-05-15,1264857.6595363452,2023-05-19,公用事业,2023,20,0.6442307692307693
2023-05-22,-145412.80986151367,2023-05-26,公用事业,2023,21,0.41346153846153844
2023-05-29,2191072.329693719,2023-06-02,公用事业,2023,22,0.8076923076923077
2023-06-05,-661200.7195398818,2023-06-09,公用事业,2023,23,0.3173076923076923
2023-06-12,2456263.015344594,2023-06-16,公用事业,2023,24,0.8365384615384616
2023-06-19,-1360081.5958337425,2023-06-23,公用事业,2023,25,0.2403846153846154
2023-06-26,2422287.210305351,2023-06-30,公用事业,2023,26,0.8269230769230769
2023-07-03,1514407.5033447598,2023-07-07,公用事业,2023,27,0.6923076923076923
2023-07-10,1350009.177991514,2023-07-14,公用事业,2023,28,0.6634615384615384
2023-07-17,191720.1945121255,2023-07-21,公用事业,2023,29,0.46153846153846156
2023-07-24,-660288.6131865619,2023-07-28,公用事业,2023,30,0.3076923076923077
2023-07-31,-275722.853775206,2023-08-04,公用事业,2023,31,0.38461538461538464
2023-08-07,1162355.4559599597,2023-08-11,公用事业,2023,32,0.6346153846153846
2023-08-14,-2525340.792987119,2023-08-18,公用事业,2023,33,0.1346153846153846
2023-08-21,-6437539.501644955,2023-08-25,公用事业,2023,34,0.009615384615384616
2023-08-28,-606679.8705650392,2023-09-01,公用事业,2023,35,0.3269230769230769
2023-09-04,283731.392382979,2023-09-08,公用事业,2023,36,0.49038461538461536
2023-09-11,-2861374.205558584,2023-09-15,公用事业,2023,37,0.09615384615384616
2023-09-18,-3702977.3449431527,2023-09-22,公用事业,2023,38,0.038461538461538464
2023-09-25,-1823070.9502752027,2023-09-29,公用事业,2023,39,0.19230769230769232
2023-10-02,-559580.2960475083,2023-10-06,公用事业,2023,40,0.34615384615384615
2023-10-09,2833648.3841371234,2023-10-13,公用事业,2023,41,0.8942307692307693
2023-10-16,109145.34028449282,2023-10-20,公用事业,2023,42,0.4807692307692308
2023-10-23,725533.881445887,2023-10-27,公用事业,2023,43,0.5673076923076923
2023-10-30,-502371.1927522288,2023-11-03,公用事业,2023,44,0.3557692307692308
2023-11-06,2964541.264395425,2023-11-10,公用事业,2023,45,0.9038461538461539
2023-11-13,1031160.5150409408,2023-11-17,公用事业,2023,46,0.6057692307692307
2023-11-20,-2613084.6042557857,2023-11-24,公用事业,2023,47,0.1346153846153846
2023-11-27,592343.066169225,2023-12-01,公用事业,2023,48,0.5288461538461539
2023-12-04,7733385.0482867975,2023-12-08,公用事业,2023,49,1.0
2023-12-11,138325.4719053076,2023-12-15,公用事业,2023,50,0.47115384615384615
2023-12-18,3481294.065522338,2023-12-22,公用事业,2023,51,0.9519230769230769
2023-12-25,-1338616.1978050573,2023-12-29,公用事业,2023,52,0.23076923076923078
2024-01-01,-3250674.671124746,2024-01-05,公用事业,2024,1,0.0673076923076923
2024-01-08,2364639.0024906723,2024-01-12,公用事业,2024,2,0.7980769230769231
2024-01-15,-3654822.377284704,2024-01-19,公用事业,2024,3,0.04807692307692308
2024-01-22,1050131.3964600163,2024-01-26,公用事业,2024,4,0.6057692307692307
2024-01-29,1818802.1809334506,2024-02-02,公用事业,2024,5,0.7403846153846154
2024-02-05,548460.2484934124,2024-02-09,公用事业,2024,6,0.5096153846153846
2024-02-12,396407.5691244913,2024-02-16,公用事业,2024,7,0.5
2024-02-19,-798419.7264826883,2024-02-23,公用事业,2024,8,0.27884615384615385
2024-02-26,-1199456.7877443326,2024-03-01,公用事业,2024,9,0.25961538461538464
2024-03-04,1001291.1149530062,2024-03-08,公用事业,2024,10,0.5865384615384616
2024-03-11,1545663.2000242067,2024-03-15,公用事业,2024,11,0.7019230769230769
2024-03-18,1852735.5378281954,2024-03-22,公用事业,2024,12,0.7596153846153846
2024-03-25,-7563.031827035476,2024-03-29,公用事业,2024,13,0.4326923076923077
2024-04-01,2732961.7266103937,2024-04-05,公用事业,2024,14,0.875
2024-04-08,-1633774.7295163,2024-04-12,公用事业,2024,15,0.18269230769230768
2024-04-15,-5418930.003597015,2024-04-19,公用事业,2024,16,0.019230769230769232
2024-04-22,-794497.2220700285,2024-04-26,公用事业,2024,17,0.27884615384615385
2024-04-29,-2148644.807707064,2024-05-03,公用事业,2024,18,0.16346153846153846
2024-05-06,-3750237.7008319525,2024-05-10,公用事业,2024,19,0.038461538461538464
2024-05-13,1244797.4277726167,2024-05-17,公用事业,2024,20,0.6634615384615384
2024-05-20,-1438237.6008467125,2024-05-24,公用事业,2024,21,0.2403846153846154
2024-05-27,3954987.980461004,2024-05-31,公用事业,2024,22,0.9615384615384616
2024-06-03,2854032.835890415,2024-06-07,公用事业,2024,23,0.8942307692307693
2024-06-10,-2347252.49495643,2024-06-14,公用事业,2024,24,0.16346153846153846
2024-06-17,2842621.8391436697,2024-06-21,公用事业,2024,25,0.8942307692307693
2024-06-24,1483662.7656217006,2024-06-28,公用事业,2024,26,0.6923076923076923
2024-07-01,-1754550.1034873566,2024-07-05,公用事业,2024,27,0.21153846153846154
2024-07-08,3384580.43293693,2024-07-12,公用事业,2024,28,0.9519230769230769
2024-07-15,-3066017.566749055,2024-07-19,公用事业,2024,29,0.09615384615384616
2024-07-22,-1140767.337284468,2024-07-26,公用事业,2024,30,0.2980769230769231
2024-07-29,-1069637.8198701416,2024-07-31,公用事业,2024,31,0.3076923076923077
2018-01-01,1731791.04002776,2018-01-05,农林牧渔,2018,1,
2018-01-08,-285373.62255999335,2018-01-12,农林牧渔,2018,2,0.0
2018-01-15,-3194423.631313286,2018-01-19,农林牧渔,2018,3,0.0
2018-01-22,-1170055.0138202345,2018-01-26,农林牧渔,2018,4,0.3333333333333333
2018-01-29,-2844979.5985247507,2018-02-02,农林牧渔,2018,5,0.25
2018-02-05,2087171.6298232693,2018-02-09,农林牧渔,2018,6,1.0
2018-02-12,1426083.1606134616,2018-02-16,农林牧渔,2018,7,0.6666666666666666
2018-02-19,3255795.9131656447,2018-02-23,农林牧渔,2018,8,1.0
2018-02-26,2302408.6525525395,2018-03-02,农林牧渔,2018,9,0.875
2018-03-05,1228967.2773636575,2018-03-09,农林牧渔,2018,10,0.4444444444444444
2018-03-12,-99253.14543353685,2018-03-16,农林牧渔,2018,11,0.4
2018-03-19,75345.24963813717,2018-03-23,农林牧渔,2018,12,0.45454545454545453
2018-03-26,322424.99563609133,2018-03-30,农林牧渔,2018,13,0.5
2018-04-02,-212027.7314348654,2018-04-06,农林牧渔,2018,14,0.3076923076923077
2018-04-09,-2554800.6818290036,2018-04-13,农林牧渔,2018,15,0.14285714285714285
2018-04-16,1333471.7032352153,2018-04-20,农林牧渔,2018,16,0.6666666666666666
2018-04-23,-970800.4644972865,2018-04-27,农林牧渔,2018,17,0.25
2018-04-30,55512.32470113179,2018-05-04,农林牧渔,2018,18,0.47058823529411764
2018-05-07,-1324621.4649933805,2018-05-11,农林牧渔,2018,19,0.16666666666666666
2018-05-14,305722.29081352893,2018-05-18,农林牧渔,2018,20,0.5789473684210527
2018-05-21,-1145688.1017438553,2018-05-25,农林牧渔,2018,21,0.25
2018-05-28,-1316787.30730431,2018-06-01,农林牧渔,2018,22,0.19047619047619047
2018-06-04,1044576.1129952766,2018-06-08,农林牧渔,2018,23,0.6818181818181818
2018-06-11,1354228.3748261973,2018-06-15,农林牧渔,2018,24,0.782608695652174
2018-06-18,-471045.710586689,2018-06-22,农林牧渔,2018,25,0.3333333333333333
2018-06-25,-808829.6301023429,2018-06-29,农林牧渔,2018,26,0.32
2018-07-02,1169534.576315086,2018-07-06,农林牧渔,2018,27,0.6923076923076923
2018-07-09,4995091.549283973,2018-07-13,农林牧渔,2018,28,1.0
2018-07-16,3562548.0695528258,2018-07-20,农林牧渔,2018,29,0.9642857142857143
2018-07-23,2217111.006942611,2018-07-27,农林牧渔,2018,30,0.8620689655172413
2018-07-30,1781231.7427406055,2018-08-03,农林牧渔,2018,31,0.8
2018-08-06,-4955149.915516946,2018-08-10,农林牧渔,2018,32,0.0
2018-08-13,-1811178.4256243706,2018-08-17,农林牧渔,2018,33,0.125
2018-08-20,-3458092.4255990535,2018-08-24,农林牧渔,2018,34,0.030303030303030304
2018-08-27,-1098428.0424334076,2018-08-31,农林牧渔,2018,35,0.29411764705882354
2018-09-03,2588478.6903200056,2018-09-07,农林牧渔,2018,36,0.9142857142857143
2018-09-10,-1400670.8268243494,2018-09-14,农林牧渔,2018,37,0.16666666666666666
2018-09-17,1189283.9292972637,2018-09-21,农林牧渔,2018,38,0.6486486486486487
2018-09-24,-138530.67876064172,2018-09-28,农林牧渔,2018,39,0.4473684210526316
2018-10-01,-3359132.106975767,2018-10-05,农林牧渔,2018,40,0.05128205128205128
2018-10-08,230308.98381329444,2018-10-12,农林牧渔,2018,41,0.55
2018-10-15,53982.03748066712,2018-10-19,农林牧渔,2018,42,0.4878048780487805
2018-10-22,2061358.9710038295,2018-10-26,农林牧渔,2018,43,0.8333333333333334
2018-10-29,3226406.0257663666,2018-11-02,农林牧渔,2018,44,0.9302325581395349
2018-11-05,591374.0959065424,2018-11-09,农林牧渔,2018,45,0.5909090909090909
2018-11-12,-2991774.1590719633,2018-11-16,农林牧渔,2018,46,0.08888888888888889
2018-11-19,-1249077.1564218896,2018-11-23,农林牧渔,2018,47,0.2391304347826087
2018-11-26,472864.5646479237,2018-11-30,农林牧渔,2018,48,0.5957446808510638
2018-12-03,2819108.1207114663,2018-12-07,农林牧渔,2018,49,0.9166666666666666
2018-12-10,-2865564.642389667,2018-12-14,农林牧渔,2018,50,0.10204081632653061
2018-12-17,-1878043.7476244166,2018-12-21,农林牧渔,2018,51,0.16
2018-12-24,-3161828.683273822,2018-12-28,农林牧渔,2018,52,0.0784313725490196
2018-12-31,2599013.6148880487,2019-01-04,农林牧渔,2018,1,0.9038461538461539
2019-01-07,-2551198.5737137203,2019-01-11,农林牧渔,2019,2,0.16981132075471697
2019-01-14,3164473.266067741,2019-01-18,农林牧渔,2019,3,0.9259259259259259
2019-01-21,4444646.810466249,2019-01-25,农林牧渔,2019,4,0.9818181818181818
2019-01-28,2754249.7907791426,2019-02-01,农林牧渔,2019,5,0.875
2019-02-04,325350.54959492426,2019-02-08,农林牧渔,2019,6,0.5614035087719298
2019-02-11,-5586377.218533832,2019-02-15,农林牧渔,2019,7,0.0
2019-02-18,-4801317.516161472,2019-02-22,农林牧渔,2019,8,0.03389830508474576
2019-02-25,691138.4972586905,2019-03-01,农林牧渔,2019,9,0.6166666666666667
2019-03-04,-1776765.6751867963,2019-03-08,农林牧渔,2019,10,0.22950819672131148
2019-03-11,164531.523425336,2019-03-15,农林牧渔,2019,11,0.5161290322580645
2019-03-18,1359709.7969204404,2019-03-22,农林牧渔,2019,12,0.7301587301587301
2019-03-25,3076354.8023735015,2019-03-29,农林牧渔,2019,13,0.90625
2019-04-01,-3766180.791778953,2019-04-05,农林牧渔,2019,14,0.046153846153846156
2019-04-08,-1809306.959399786,2019-04-12,农林牧渔,2019,15,0.22727272727272727
2019-04-15,427486.07695615897,2019-04-19,农林牧渔,2019,16,0.582089552238806
2019-04-22,-766210.1531668737,2019-04-26,农林牧渔,2019,17,0.38235294117647056
2019-04-29,4113076.5846893676,2019-05-03,农林牧渔,2019,18,0.9710144927536232
2019-05-06,178309.50446012057,2019-05-10,农林牧渔,2019,19,0.5142857142857142
2019-05-13,536259.6786845264,2019-05-17,农林牧渔,2019,20,0.6056338028169014
2019-05-20,6104290.100124398,2019-05-24,农林牧渔,2019,21,1.0
2019-05-27,1439357.1190398496,2019-05-31,农林牧渔,2019,22,0.7397260273972602
2019-06-03,615122.9998004534,2019-06-07,农林牧渔,2019,23,0.6081081081081081
2019-06-10,1197849.3943084772,2019-06-14,农林牧渔,2019,24,0.6666666666666666
2019-06-17,3230781.8483367097,2019-06-21,农林牧渔,2019,25,0.9210526315789473
2019-06-24,446775.67857620295,2019-06-28,农林牧渔,2019,26,0.5454545454545454
2019-07-01,728158.6984086818,2019-07-05,农林牧渔,2019,27,0.6153846153846154
2019-07-08,371216.3874711673,2019-07-12,农林牧渔,2019,28,0.5189873417721519
2019-07-15,-228124.08708287397,2019-07-19,农林牧渔,2019,29,0.3625
2019-07-22,2765469.003704092,2019-07-26,农林牧渔,2019,30,0.8641975308641975
2019-07-29,-2147228.2959462954,2019-08-02,农林牧渔,2019,31,0.15853658536585366
2019-08-05,4874847.722431416,2019-08-09,农林牧渔,2019,32,0.9759036144578314
2019-08-12,779182.710954397,2019-08-16,农林牧渔,2019,33,0.6190476190476191
2019-08-19,-1935609.6171710193,2019-08-23,农林牧渔,2019,34,0.16470588235294117
2019-08-26,-1987524.7759469582,2019-08-30,农林牧渔,2019,35,0.16279069767441862
2019-09-02,6564007.238123284,2019-09-06,农林牧渔,2019,36,1.0
2019-09-09,-873744.6370174281,2019-09-13,农林牧渔,2019,37,0.3181818181818182
2019-09-16,2788415.640588502,2019-09-20,农林牧渔,2019,38,0.8539325842696629
2019-09-23,1837902.5617785917,2019-09-27,农林牧渔,2019,39,0.7555555555555555
2019-09-30,-179388.06314414932,2019-10-04,农林牧渔,2019,40,0.38461538461538464
2019-10-07,-3009210.901753787,2019-10-11,农林牧渔,2019,41,0.08695652173913043
2019-10-14,268687.7899053969,2019-10-18,农林牧渔,2019,42,0.4838709677419355
2019-10-21,-3142960.884682182,2019-10-25,农林牧渔,2019,43,0.0851063829787234
2019-10-28,-420190.0329043055,2019-11-01,农林牧渔,2019,44,0.35789473684210527
2019-11-04,-2283548.302612421,2019-11-08,农林牧渔,2019,45,0.15625
2019-11-11,-1145524.6582072545,2019-11-15,农林牧渔,2019,46,0.29896907216494845
2019-11-18,-797542.2241401236,2019-11-22,农林牧渔,2019,47,0.3469387755102041
2019-11-25,-1516873.7736607983,2019-11-29,农林牧渔,2019,48,0.23232323232323232
2019-12-02,-2314650.061748768,2019-12-06,农林牧渔,2019,49,0.15
2019-12-09,-2846012.9217994106,2019-12-13,农林牧渔,2019,50,0.1188118811881188
2019-12-16,-417790.115845609,2019-12-20,农林牧渔,2019,51,0.4019607843137255
2019-12-23,-979611.2664909407,2019-12-27,农林牧渔,2019,52,0.3300970873786408
2019-12-30,59710.52612086292,2020-01-03,农林牧渔,2019,1,0.49038461538461536
2020-01-06,-1222357.7044383837,2020-01-10,农林牧渔,2020,2,0.28846153846153844
2020-01-13,-48158.80041474709,2020-01-17,农林牧渔,2020,3,0.47115384615384615
2020-01-20,2339515.8029325935,2020-01-24,农林牧渔,2020,4,0.8269230769230769
2020-01-27,4380267.618634555,2020-01-31,农林牧渔,2020,5,0.9519230769230769
2020-02-03,1359424.2258173286,2020-02-07,农林牧渔,2020,6,0.7211538461538461
2020-02-10,1451844.5263567402,2020-02-14,农林牧渔,2020,7,0.7596153846153846
2020-02-17,2569019.625982593,2020-02-21,农林牧渔,2020,8,0.8173076923076923
2020-02-24,438000.6360149615,2020-02-28,农林牧渔,2020,9,0.5769230769230769
2020-03-02,-1184322.7042094925,2020-03-06,农林牧渔,2020,10,0.27884615384615385
2020-03-09,-594963.7288261525,2020-03-13,农林牧渔,2020,11,0.375
2020-03-16,1493556.298017764,2020-03-20,农林牧渔,2020,12,0.7692307692307693
2020-03-23,601664.6515266702,2020-03-27,农林牧渔,2020,13,0.625
2020-03-30,-2085686.2411673362,2020-04-03,农林牧渔,2020,14,0.16346153846153846
2020-04-06,177288.81079574698,2020-04-10,农林牧渔,2020,15,0.5
2020-04-13,-3228566.641999454,2020-04-17,农林牧渔,2020,16,0.057692307692307696
2020-04-20,4534895.400265039,2020-04-24,农林牧渔,2020,17,0.9615384615384616
2020-04-27,1172577.5966710637,2020-05-01,农林牧渔,2020,18,0.6826923076923077
2020-05-04,-2795264.8550270763,2020-05-08,农林牧渔,2020,19,0.125
2020-05-11,-4290214.402810817,2020-05-15,农林牧渔,2020,20,0.028846153846153848
2020-05-18,4494281.873434494,2020-05-22,农林牧渔,2020,21,0.9519230769230769
2020-05-25,2965629.9382500863,2020-05-29,农林牧渔,2020,22,0.8653846153846154
2020-06-01,-1975537.0268056802,2020-06-05,农林牧渔,2020,23,0.20192307692307693
2020-06-08,-840790.1592212757,2020-06-12,农林牧渔,2020,24,0.34615384615384615
2020-06-15,1136077.1674770648,2020-06-19,农林牧渔,2020,25,0.6538461538461539
2020-06-22,4205565.960571782,2020-06-26,农林牧渔,2020,26,0.9230769230769231
2020-06-29,4707050.425701165,2020-07-03,农林牧渔,2020,27,0.9615384615384616
2020-07-06,1522527.7330035933,2020-07-10,农林牧渔,2020,28,0.7211538461538461
2020-07-13,-4758858.868551901,2020-07-17,农林牧渔,2020,29,0.028846153846153848
2020-07-20,898768.8068607,2020-07-24,农林牧渔,2020,30,0.6442307692307693
2020-07-27,-2261569.8727762206,2020-07-31,农林牧渔,2020,31,0.18269230769230768
2020-08-03,-1414131.9649105538,2020-08-07,农林牧渔,2020,32,0.28846153846153844
2020-08-10,1408486.0232699388,2020-08-14,农林牧渔,2020,33,0.7211538461538461
2020-08-17,-1198901.016699263,2020-08-21,农林牧渔,2020,34,0.3076923076923077
2020-08-24,1860526.6475555906,2020-08-28,农林牧渔,2020,35,0.7692307692307693
2020-08-31,-183601.72524214128,2020-09-04,农林牧渔,2020,36,0.41346153846153844
2020-09-07,134348.3806371219,2020-09-11,农林牧渔,2020,37,0.47115384615384615
2020-09-14,2394233.0195809626,2020-09-18,农林牧渔,2020,38,0.7980769230769231
2020-09-21,3207972.9475635444,2020-09-25,农林牧渔,2020,39,0.8846153846153846
2020-09-28,-5224138.68897519,2020-10-02,农林牧渔,2020,40,0.009615384615384616
2020-10-05,52080.572864099406,2020-10-09,农林牧渔,2020,41,0.4326923076923077
2020-10-12,-995055.5449942178,2020-10-16,农林牧渔,2020,42,0.3173076923076923
2020-10-19,-2695443.820324049,2020-10-23,农林牧渔,2020,43,0.1346153846153846
2020-10-26,4139874.722552731,2020-10-30,农林牧渔,2020,44,0.9134615384615384
2020-11-02,1292754.8774787304,2020-11-06,农林牧渔,2020,45,0.6826923076923077
